time,nt,time_bounds,time_value,run_ini,run_end,time_delta,date,year,doy_f,doy,dap_f,dap,das_f,das
171,1,14688000.0,14774400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,171 days 00:00:00.000000000,2019-02-19 06:00:00,2019,49.25,50,81.25,82,171.0,171
171,2,14774400.0,14774400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,171 days 00:00:00.000000000,2019-02-19 06:00:00,2019,49.25,50,81.25,82,171.0,171
172,1,14774400.0,14860800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,172 days 00:00:00.000000000,2019-02-20 06:00:00,2019,50.25,51,82.25,83,172.0,172
172,2,14860800.0,14860800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,172 days 00:00:00.000000000,2019-02-20 06:00:00,2019,50.25,51,82.25,83,172.0,172
173,1,14860800.0,14947200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,173 days 00:00:00.000000000,2019-02-21 06:00:00,2019,51.25,52,83.25,84,173.0,173
173,2,14947200.0,14947200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,173 days 00:00:00.000000000,2019-02-21 06:00:00,2019,51.25,52,83.25,84,173.0,173
174,1,14947200.0,15033600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,174 days 00:00:00.000000000,2019-02-22 06:00:00,2019,52.25,53,84.25,85,174.0,174
174,2,15033600.0,15033600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,174 days 00:00:00.000000000,2019-02-22 06:00:00,2019,52.25,53,84.25,85,174.0,174
175,1,15033600.0,15120000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,175 days 00:00:00.000000000,2019-02-23 06:00:00,2019,53.25,54,85.25,86,175.0,175
175,2,15120000.0,15120000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,175 days 00:00:00.000000000,2019-02-23 06:00:00,2019,53.25,54,85.25,86,175.0,175
176,1,15120000.0,15206400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,176 days 00:00:00.000000000,2019-02-24 06:00:00,2019,54.25,55,86.25,87,176.0,176
176,2,15206400.0,15206400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,176 days 00:00:00.000000000,2019-02-24 06:00:00,2019,54.25,55,86.25,87,176.0,176
177,1,15206400.0,15292800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,177 days 00:00:00.000000000,2019-02-25 06:00:00,2019,55.25,56,87.25,88,177.0,177
177,2,15292800.0,15292800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,177 days 00:00:00.000000000,2019-02-25 06:00:00,2019,55.25,56,87.25,88,177.0,177
178,1,15292800.0,15379200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,178 days 00:00:00.000000000,2019-02-26 06:00:00,2019,56.25,57,88.25,89,178.0,178
178,2,15379200.0,15379200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,178 days 00:00:00.000000000,2019-02-26 06:00:00,2019,56.25,57,88.25,89,178.0,178
179,1,15379200.0,15465600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,179 days 00:00:00.000000000,2019-02-27 06:00:00,2019,57.25,58,89.25,90,179.0,179
179,2,15465600.0,15465600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,179 days 00:00:00.000000000,2019-02-27 06:00:00,2019,57.25,58,89.25,90,179.0,179
180,1,15465600.0,15552000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,180 days 00:00:00.000000000,2019-02-28 06:00:00,2019,58.25,59,90.25,91,180.0,180
180,2,15552000.0,15552000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,180 days 00:00:00.000000000,2019-02-28 06:00:00,2019,58.25,59,90.25,91,180.0,180
181,1,15552000.0,15638400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,181 days 00:00:00.000000000,2019-03-01 06:00:00,2019,59.25,60,91.25,92,181.0,181
181,2,15638400.0,15638400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,181 days 00:00:00.000000000,2019-03-01 06:00:00,2019,59.25,60,91.25,92,181.0,181
182,1,15638400.0,15724800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,182 days 00:00:00.000000000,2019-03-02 06:00:00,2019,60.25,61,92.25,93,182.0,182
182,2,15724800.0,15724800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,182 days 00:00:00.000000000,2019-03-02 06:00:00,2019,60.25,61,92.25,93,182.0,182
183,1,15724800.0,15811200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,183 days 00:00:00.000000000,2019-03-03 06:00:00,2019,61.25,62,93.25,94,183.0,183
183,2,15811200.0,15811200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,183 days 00:00:00.000000000,2019-03-03 06:00:00,2019,61.25,62,93.25,94,183.0,183
184,1,15811200.0,15897600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,184 days 00:00:00.000000000,2019-03-04 06:00:00,2019,62.25,63,94.25,95,184.0,184
184,2,15897600.0,15897600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,184 days 00:00:00.000000000,2019-03-04 06:00:00,2019,62.25,63,94.25,95,184.0,184
185,1,15897600.0,15984000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,185 days 00:00:00.000000000,2019-03-05 06:00:00,2019,63.25,64,95.25,96,185.0,185
185,2,15984000.0,15984000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,185 days 00:00:00.000000000,2019-03-05 06:00:00,2019,63.25,64,95.25,96,185.0,185
186,1,15984000.0,16070400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,186 days 00:00:00.000000000,2019-03-06 06:00:00,2019,64.25,65,96.25,97,186.0,186
186,2,16070400.0,16070400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,186 days 00:00:00.000000000,2019-03-06 06:00:00,2019,64.25,65,96.25,97,186.0,186
187,1,16070400.0,16156800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,187 days 00:00:00.000000000,2019-03-07 06:00:00,2019,65.25,66,97.25,98,187.0,187
187,2,16156800.0,16156800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,187 days 00:00:00.000000000,2019-03-07 06:00:00,2019,65.25,66,97.25,98,187.0,187
188,1,16156800.0,16243200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,188 days 00:00:00.000000000,2019-03-08 06:00:00,2019,66.25,67,98.25,99,188.0,188
188,2,16243200.0,16243200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,188 days 00:00:00.000000000,2019-03-08 06:00:00,2019,66.25,67,98.25,99,188.0,188
189,1,16243200.0,16329600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,189 days 00:00:00.000000000,2019-03-09 06:00:00,2019,67.25,68,99.25,100,189.0,189
189,2,16329600.0,16329600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,189 days 00:00:00.000000000,2019-03-09 06:00:00,2019,67.25,68,99.25,100,189.0,189
190,1,16329600.0,16416000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,190 days 00:00:00.000000000,2019-03-10 06:00:00,2019,68.25,69,100.25,101,190.0,190
190,2,16416000.0,16416000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,190 days 00:00:00.000000000,2019-03-10 06:00:00,2019,68.25,69,100.25,101,190.0,190
191,1,16416000.0,16502400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,191 days 00:00:00.000000000,2019-03-11 06:00:00,2019,69.25,70,101.25,102,191.0,191
191,2,16502400.0,16502400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,191 days 00:00:00.000000000,2019-03-11 06:00:00,2019,69.25,70,101.25,102,191.0,191
192,1,16502400.0,16588800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,192 days 00:00:00.000000000,2019-03-12 06:00:00,2019,70.25,71,102.25,103,192.0,192
192,2,16588800.0,16588800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,192 days 00:00:00.000000000,2019-03-12 06:00:00,2019,70.25,71,102.25,103,192.0,192
193,1,16588800.0,16675200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,193 days 00:00:00.000000000,2019-03-13 06:00:00,2019,71.25,72,103.25,104,193.0,193
193,2,16675200.0,16675200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,193 days 00:00:00.000000000,2019-03-13 06:00:00,2019,71.25,72,103.25,104,193.0,193
194,1,16675200.0,16761600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,194 days 00:00:00.000000000,2019-03-14 06:00:00,2019,72.25,73,104.25,105,194.0,194
194,2,16761600.0,16761600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,194 days 00:00:00.000000000,2019-03-14 06:00:00,2019,72.25,73,104.25,105,194.0,194
195,1,16761600.0,16848000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,195 days 00:00:00.000000000,2019-03-15 06:00:00,2019,73.25,74,105.25,106,195.0,195
195,2,16848000.0,16848000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,195 days 00:00:00.000000000,2019-03-15 06:00:00,2019,73.25,74,105.25,106,195.0,195
196,1,16848000.0,16934400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,196 days 00:00:00.000000000,2019-03-16 06:00:00,2019,74.25,75,106.25,107,196.0,196
196,2,16934400.0,16934400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,196 days 00:00:00.000000000,2019-03-16 06:00:00,2019,74.25,75,106.25,107,196.0,196
197,1,16934400.0,17020800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,197 days 00:00:00.000000000,2019-03-17 06:00:00,2019,75.25,76,107.25,108,197.0,197
197,2,17020800.0,17020800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,197 days 00:00:00.000000000,2019-03-17 06:00:00,2019,75.25,76,107.25,108,197.0,197
198,1,17020800.0,17107200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,198 days 00:00:00.000000000,2019-03-18 06:00:00,2019,76.25,77,108.25,109,198.0,198
198,2,17107200.0,17107200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,198 days 00:00:00.000000000,2019-03-18 06:00:00,2019,76.25,77,108.25,109,198.0,198
199,1,17107200.0,17193600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,199 days 00:00:00.000000000,2019-03-19 06:00:00,2019,77.25,78,109.25,110,199.0,199
199,2,17193600.0,17193600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,199 days 00:00:00.000000000,2019-03-19 06:00:00,2019,77.25,78,109.25,110,199.0,199
200,1,17193600.0,17280000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,200 days 00:00:00.000000000,2019-03-20 06:00:00,2019,78.25,79,110.25,111,200.0,200
200,2,17280000.0,17280000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,200 days 00:00:00.000000000,2019-03-20 06:00:00,2019,78.25,79,110.25,111,200.0,200
201,1,17280000.0,17366400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,201 days 00:00:00.000000000,2019-03-21 06:00:00,2019,79.25,80,111.25,112,201.0,201
201,2,17366400.0,17366400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,201 days 00:00:00.000000000,2019-03-21 06:00:00,2019,79.25,80,111.25,112,201.0,201
202,1,17366400.0,17452800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,202 days 00:00:00.000000000,2019-03-22 06:00:00,2019,80.25,81,112.25,113,202.0,202
202,2,17452800.0,17452800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,202 days 00:00:00.000000000,2019-03-22 06:00:00,2019,80.25,81,112.25,113,202.0,202
203,1,17452800.0,17539200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,203 days 00:00:00.000000000,2019-03-23 06:00:00,2019,81.25,82,113.25,114,203.0,203
203,2,17539200.0,17539200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,203 days 00:00:00.000000000,2019-03-23 06:00:00,2019,81.25,82,113.25,114,203.0,203
204,1,17539200.0,17625600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,204 days 00:00:00.000000000,2019-03-24 06:00:00,2019,82.25,83,114.25,115,204.0,204
204,2,17625600.0,17625600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,204 days 00:00:00.000000000,2019-03-24 06:00:00,2019,82.25,83,114.25,115,204.0,204
205,1,17625600.0,17712000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,205 days 00:00:00.000000000,2019-03-25 06:00:00,2019,83.25,84,115.25,116,205.0,205
205,2,17712000.0,17712000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,205 days 00:00:00.000000000,2019-03-25 06:00:00,2019,83.25,84,115.25,116,205.0,205
206,1,17712000.0,17798400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,206 days 00:00:00.000000000,2019-03-26 06:00:00,2019,84.25,85,116.25,117,206.0,206
206,2,17798400.0,17798400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,206 days 00:00:00.000000000,2019-03-26 06:00:00,2019,84.25,85,116.25,117,206.0,206
207,1,17798400.0,17884800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,207 days 00:00:00.000000000,2019-03-27 06:00:00,2019,85.25,86,117.25,118,207.0,207
207,2,17884800.0,17884800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,207 days 00:00:00.000000000,2019-03-27 06:00:00,2019,85.25,86,117.25,118,207.0,207
208,1,17884800.0,17971200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,208 days 00:00:00.000000000,2019-03-28 06:00:00,2019,86.25,87,118.25,119,208.0,208
208,2,17971200.0,17971200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,208 days 00:00:00.000000000,2019-03-28 06:00:00,2019,86.25,87,118.25,119,208.0,208
209,1,17971200.0,18057600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,209 days 00:00:00.000000000,2019-03-29 06:00:00,2019,87.25,88,119.25,120,209.0,209
209,2,18057600.0,18057600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,209 days 00:00:00.000000000,2019-03-29 06:00:00,2019,87.25,88,119.25,120,209.0,209
210,1,18057600.0,18144000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,210 days 00:00:00.000000000,2019-03-30 06:00:00,2019,88.25,89,120.25,121,210.0,210
210,2,18144000.0,18144000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,210 days 00:00:00.000000000,2019-03-30 06:00:00,2019,88.25,89,120.25,121,210.0,210
211,1,18144000.0,18230400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,211 days 00:00:00.000000000,2019-03-31 06:00:00,2019,89.25,90,121.25,122,211.0,211
211,2,18230400.0,18230400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,211 days 00:00:00.000000000,2019-03-31 06:00:00,2019,89.25,90,121.25,122,211.0,211
212,1,18230400.0,18316800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,212 days 00:00:00.000000000,2019-04-01 06:00:00,2019,90.25,91,122.25,123,212.0,212
212,2,18316800.0,18316800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,212 days 00:00:00.000000000,2019-04-01 06:00:00,2019,90.25,91,122.25,123,212.0,212
213,1,18316800.0,18403200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,213 days 00:00:00.000000000,2019-04-02 06:00:00,2019,91.25,92,123.25,124,213.0,213
213,2,18403200.0,18403200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,213 days 00:00:00.000000000,2019-04-02 06:00:00,2019,91.25,92,123.25,124,213.0,213
214,1,18403200.0,18489600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,214 days 00:00:00.000000000,2019-04-03 06:00:00,2019,92.25,93,124.25,125,214.0,214
214,2,18489600.0,18489600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,214 days 00:00:00.000000000,2019-04-03 06:00:00,2019,92.25,93,124.25,125,214.0,214
215,1,18489600.0,18576000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,215 days 00:00:00.000000000,2019-04-04 06:00:00,2019,93.25,94,125.25,126,215.0,215
215,2,18576000.0,18576000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,215 days 00:00:00.000000000,2019-04-04 06:00:00,2019,93.25,94,125.25,126,215.0,215
216,1,18576000.0,18662400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,216 days 00:00:00.000000000,2019-04-05 06:00:00,2019,94.25,95,126.25,127,216.0,216
216,2,18662400.0,18662400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,216 days 00:00:00.000000000,2019-04-05 06:00:00,2019,94.25,95,126.25,127,216.0,216
217,1,18662400.0,18748800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,217 days 00:00:00.000000000,2019-04-06 06:00:00,2019,95.25,96,127.25,128,217.0,217
217,2,18748800.0,18748800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,217 days 00:00:00.000000000,2019-04-06 06:00:00,2019,95.25,96,127.25,128,217.0,217
218,1,18748800.0,18835200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,218 days 00:00:00.000000000,2019-04-07 06:00:00,2019,96.25,97,128.25,129,218.0,218
218,2,18835200.0,18835200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,218 days 00:00:00.000000000,2019-04-07 06:00:00,2019,96.25,97,128.25,129,218.0,218
219,1,18835200.0,18921600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,219 days 00:00:00.000000000,2019-04-08 06:00:00,2019,97.25,98,129.25,130,219.0,219
219,2,18921600.0,18921600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,219 days 00:00:00.000000000,2019-04-08 06:00:00,2019,97.25,98,129.25,130,219.0,219
220,1,18921600.0,19008000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,220 days 00:00:00.000000000,2019-04-09 06:00:00,2019,98.25,99,130.25,131,220.0,220
220,2,19008000.0,19008000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,220 days 00:00:00.000000000,2019-04-09 06:00:00,2019,98.25,99,130.25,131,220.0,220
221,1,19008000.0,19094400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,221 days 00:00:00.000000000,2019-04-10 06:00:00,2019,99.25,100,131.25,132,221.0,221
221,2,19094400.0,19094400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,221 days 00:00:00.000000000,2019-04-10 06:00:00,2019,99.25,100,131.25,132,221.0,221
222,1,19094400.0,19180800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,222 days 00:00:00.000000000,2019-04-11 06:00:00,2019,100.25,101,132.25,133,222.0,222
222,2,19180800.0,19180800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,222 days 00:00:00.000000000,2019-04-11 06:00:00,2019,100.25,101,132.25,133,222.0,222
223,1,19180800.0,19267200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,223 days 00:00:00.000000000,2019-04-12 06:00:00,2019,101.25,102,133.25,134,223.0,223
223,2,19267200.0,19267200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,223 days 00:00:00.000000000,2019-04-12 06:00:00,2019,101.25,102,133.25,134,223.0,223
224,1,19267200.0,19353600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,224 days 00:00:00.000000000,2019-04-13 06:00:00,2019,102.25,103,134.25,135,224.0,224
224,2,19353600.0,19353600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,224 days 00:00:00.000000000,2019-04-13 06:00:00,2019,102.25,103,134.25,135,224.0,224
225,1,19353600.0,19440000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,225 days 00:00:00.000000000,2019-04-14 06:00:00,2019,103.25,104,135.25,136,225.0,225
225,2,19440000.0,19440000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,225 days 00:00:00.000000000,2019-04-14 06:00:00,2019,103.25,104,135.25,136,225.0,225
226,1,19440000.0,19526400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,226 days 00:00:00.000000000,2019-04-15 06:00:00,2019,104.25,105,136.25,137,226.0,226
226,2,19526400.0,19526400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,226 days 00:00:00.000000000,2019-04-15 06:00:00,2019,104.25,105,136.25,137,226.0,226
227,1,19526400.0,19612800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,227 days 00:00:00.000000000,2019-04-16 06:00:00,2019,105.25,106,137.25,138,227.0,227
227,2,19612800.0,19612800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,227 days 00:00:00.000000000,2019-04-16 06:00:00,2019,105.25,106,137.25,138,227.0,227
228,1,19612800.0,19699200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,228 days 00:00:00.000000000,2019-04-17 06:00:00,2019,106.25,107,138.25,139,228.0,228
228,2,19699200.0,19699200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,228 days 00:00:00.000000000,2019-04-17 06:00:00,2019,106.25,107,138.25,139,228.0,228
229,1,19699200.0,19785600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,229 days 00:00:00.000000000,2019-04-18 06:00:00,2019,107.25,108,139.25,140,229.0,229
229,2,19785600.0,19785600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,229 days 00:00:00.000000000,2019-04-18 06:00:00,2019,107.25,108,139.25,140,229.0,229
230,1,19785600.0,19872000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,230 days 00:00:00.000000000,2019-04-19 06:00:00,2019,108.25,109,140.25,141,230.0,230
230,2,19872000.0,19872000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,230 days 00:00:00.000000000,2019-04-19 06:00:00,2019,108.25,109,140.25,141,230.0,230
231,1,19872000.0,19958400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,231 days 00:00:00.000000000,2019-04-20 06:00:00,2019,109.25,110,141.25,142,231.0,231
231,2,19958400.0,19958400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,231 days 00:00:00.000000000,2019-04-20 06:00:00,2019,109.25,110,141.25,142,231.0,231
232,1,19958400.0,20044800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,232 days 00:00:00.000000000,2019-04-21 06:00:00,2019,110.25,111,142.25,143,232.0,232
232,2,20044800.0,20044800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,232 days 00:00:00.000000000,2019-04-21 06:00:00,2019,110.25,111,142.25,143,232.0,232
233,1,20044800.0,20131200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,233 days 00:00:00.000000000,2019-04-22 06:00:00,2019,111.25,112,143.25,144,233.0,233
233,2,20131200.0,20131200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,233 days 00:00:00.000000000,2019-04-22 06:00:00,2019,111.25,112,143.25,144,233.0,233
234,1,20131200.0,20217600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,234 days 00:00:00.000000000,2019-04-23 06:00:00,2019,112.25,113,144.25,145,234.0,234
234,2,20217600.0,20217600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,234 days 00:00:00.000000000,2019-04-23 06:00:00,2019,112.25,113,144.25,145,234.0,234
235,1,20217600.0,20304000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,235 days 00:00:00.000000000,2019-04-24 06:00:00,2019,113.25,114,145.25,146,235.0,235
235,2,20304000.0,20304000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,235 days 00:00:00.000000000,2019-04-24 06:00:00,2019,113.25,114,145.25,146,235.0,235
236,1,20304000.0,20390400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,236 days 00:00:00.000000000,2019-04-25 06:00:00,2019,114.25,115,146.25,147,236.0,236
236,2,20390400.0,20390400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,236 days 00:00:00.000000000,2019-04-25 06:00:00,2019,114.25,115,146.25,147,236.0,236
237,1,20390400.0,20476800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,237 days 00:00:00.000000000,2019-04-26 06:00:00,2019,115.25,116,147.25,148,237.0,237
237,2,20476800.0,20476800.0,2018-09-01 06:00:00,2019-04-30 06:00:00,237 days 00:00:00.000000000,2019-04-26 06:00:00,2019,115.25,116,147.25,148,237.0,237
238,1,20476800.0,20563200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,238 days 00:00:00.000000000,2019-04-27 06:00:00,2019,116.25,117,148.25,149,238.0,238
238,2,20563200.0,20563200.0,2018-09-01 06:00:00,2019-04-30 06:00:00,238 days 00:00:00.000000000,2019-04-27 06:00:00,2019,116.25,117,148.25,149,238.0,238
239,1,20563200.0,20649600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,239 days 00:00:00.000000000,2019-04-28 06:00:00,2019,117.25,118,149.25,150,239.0,239
239,2,20649600.0,20649600.0,2018-09-01 06:00:00,2019-04-30 06:00:00,239 days 00:00:00.000000000,2019-04-28 06:00:00,2019,117.25,118,149.25,150,239.0,239
240,1,20649600.0,20736000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,240 days 00:00:00.000000000,2019-04-29 06:00:00,2019,118.25,119,150.25,151,240.0,240
240,2,20736000.0,20736000.0,2018-09-01 06:00:00,2019-04-30 06:00:00,240 days 00:00:00.000000000,2019-04-29 06:00:00,2019,118.25,119,150.25,151,240.0,240
241,1,20736000.0,20822400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,241 days 00:00:00.000000000,2019-04-30 06:00:00,2019,119.25,120,151.25,152,241.0,241
241,2,20822400.0,20822400.0,2018-09-01 06:00:00,2019-04-30 06:00:00,241 days 00:00:00.000000000,2019-04-30 06:00:00,2019,119.25,120,151.25,152,241.0,241
